Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2508SC,16,00,0000,State - TRIPURA  16,Urban,40-44,5659,3126,2533,1546,650,896,4113,2476,1637,90,44,46,961,524,437,1160,666,494,890,546,344,348,206,142,205,131,74,1,1,0,18,18,0,440,340,100,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,45-49,4813,2659,2154,1437,511,926,3376,2148,1228,66,39,27,803,449,354,937,568,369,712,468,244,290,203,87,223,160,63,0,0,0,13,11,2,332,250,82,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,50-54,3247,1810,1437,1135,356,779,2112,1454,658,40,22,18,517,282,235,565,362,203,400,292,108,172,134,38,126,101,25,0,0,0,7,6,1,285,255,30,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,55-59,2359,1282,1077,947,335,612,1412,947,465,34,21,13,435,228,207,402,259,143,270,207,63,118,97,21,40,34,6,0,0,0,6,6,0,107,95,12,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,60-64,2085,964,1121,1141,369,772,944,595,349,38,17,21,361,189,172,286,184,102,129,99,30,57,43,14,26,20,6,0,0,0,1,1,0,46,42,4,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,65-69,1471,701,770,781,225,556,690,476,214,24,14,10,248,139,109,206,144,62,110,84,26,49,43,6,14,14,0,0,0,0,0,0,0,39,38,1,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,70-74,1247,555,692,745,217,528,502,338,164,19,6,13,218,131,87,154,111,43,62,42,20,24,24,0,12,12,0,0,0,0,1,1,0,12,11,1,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,75-79,639,315,324,361,116,245,278,199,79,9,6,3,122,77,45,85,63,22,31,26,5,16,14,2,7,6,1,0,0,0,0,0,0,8,7,1,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,80+,855,358,497,562,166,396,293,192,101,20,10,10,118,64,54,97,73,24,35,28,7,13,10,3,4,2,2,0,0,0,0,0,0,6,5,1,0,0,0
C2508SC,16,00,0000,State - TRIPURA  16,Urban,Age not stated,158,94,64,54,25,29,104,69,35,10,5,5,30,20,10,26,16,10,17,12,5,10,7,3,4,3,1,0,0,0,1,1,0,6,5,1,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,All ages,11139,5920,5219,5888,2627,3261,5251,3293,1958,250,121,129,1891,1140,751,1292,800,492,697,446,251,722,499,223,212,152,60,0,0,0,2,2,0,183,131,52,2,2,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,0-6,1808,920,888,1808,920,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,7,354,199,155,195,109,86,159,90,69,16,9,7,143,81,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,8,342,176,166,186,100,86,156,76,80,12,4,8,144,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,9,251,121,130,109,52,57,142,69,73,9,4,5,127,62,65,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,10,437,256,181,171,86,85,266,170,96,17,12,5,197,126,71,52,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,11,218,107,111,71,36,35,147,71,76,5,1,4,98,55,43,44,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,12,369,171,198,141,59,82,228,112,116,11,4,7,128,60,68,75,37,38,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,13,202,107,95,56,27,29,146,80,66,4,1,3,50,27,23,73,42,31,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,14,264,124,140,92,40,52,172,84,88,6,2,4,56,30,26,62,34,28,48,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,15,288,156,132,94,50,44,194,106,88,7,3,4,54,36,18,64,29,35,47,27,20,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,16,235,125,110,82,38,44,153,87,66,9,7,2,33,18,15,43,23,20,47,25,22,20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,17,181,111,70,52,23,29,129,88,41,3,2,1,21,16,5,29,21,8,30,23,7,46,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,18,318,185,133,104,51,53,214,134,80,9,5,4,40,26,14,47,34,13,48,29,19,49,31,18,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,19,137,78,59,35,19,16,102,59,43,4,2,2,15,8,7,32,15,17,24,17,7,22,16,6,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,20-24,917,483,434,303,120,183,614,363,251,22,10,12,113,64,49,144,80,64,93,49,44,140,87,53,66,47,19,0,0,0,0,0,0,36,26,10,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,25-29,918,462,456,376,129,247,542,333,209,23,8,15,121,75,46,130,81,49,98,59,39,90,56,34,39,33,6,0,0,0,0,0,0,41,21,20,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,30-34,867,449,418,382,115,267,485,334,151,24,10,14,112,77,35,109,70,39,58,39,19,118,90,28,33,23,10,0,0,0,0,0,0,31,25,6,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,35-39,841,449,392,427,167,260,414,282,132,13,5,8,123,78,45,112,73,39,48,38,10,73,56,17,15,10,5,0,0,0,1,1,0,29,21,8,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,40-44,565,325,240,286,128,158,279,197,82,21,9,12,88,65,23,69,45,24,45,38,7,36,25,11,10,8,2,0,0,0,0,0,0,10,7,3,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,45-49,474,278,196,220,79,141,254,199,55,12,7,5,71,54,17,78,68,10,28,20,8,42,31,11,8,7,1,0,0,0,1,1,0,14,11,3,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,50-54,340,188,152,191,72,119,149,116,33,6,3,3,34,21,13,44,35,9,20,15,5,25,22,3,7,7,0,0,0,0,0,0,0,13,13,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,55-59,254,157,97,134,55,79,120,102,18,8,5,3,43,32,11,32,30,2,16,16,0,14,13,1,2,2,0,0,0,0,0,0,0,5,4,1,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,60-64,229,121,108,136,47,89,93,74,19,4,4,0,43,30,13,22,19,3,5,4,1,11,11,0,4,3,1,0,0,0,0,0,0,3,2,1,1,1,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,65-69,128,63,65,91,38,53,37,25,12,1,1,0,17,12,5,9,5,4,2,1,1,7,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,70-74,80,44,36,57,26,31,23,18,5,1,0,1,7,6,1,9,6,3,4,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,75-79,49,27,22,36,18,18,13,9,4,0,0,0,7,5,2,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,80+,54,26,28,41,17,24,13,9,4,0,0,0,5,4,1,4,1,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Total,Age not stated,19,12,7,12,6,6,7,6,1,3,3,0,1,0,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,All ages,7065,3750,3315,4035,1819,2216,3030,1931,1099,73,40,33,1211,723,488,721,439,282,422,284,138,420,301,119,107,84,23,0,0,0,0,0,0,76,60,16,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,0-6,1228,623,605,1228,623,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,7,218,122,96,123,70,53,95,52,43,0,0,0,95,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,8,199,95,104,121,62,59,78,33,45,2,0,2,76,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,9,140,69,71,55,27,28,85,42,43,1,1,0,78,38,40,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,10,281,166,115,117,59,58,164,107,57,2,1,1,131,86,45,31,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,11,125,61,64,40,18,22,85,43,42,1,0,1,59,34,25,25,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,12,236,112,124,94,41,53,142,71,71,2,1,1,83,41,42,47,22,25,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,13,111,61,50,28,15,13,83,46,37,0,0,0,28,14,14,43,27,16,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,14,172,84,88,60,26,34,112,58,54,2,1,1,44,23,21,41,23,18,25,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,15,153,79,74,49,27,22,104,52,52,1,0,1,34,22,12,32,11,21,23,14,9,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,16,146,77,69,54,25,29,92,52,40,2,1,1,26,12,14,26,13,13,28,18,10,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,17,99,59,40,33,15,18,66,44,22,0,0,0,14,10,4,11,8,3,19,14,5,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,18,184,112,72,68,41,27,116,71,45,1,0,1,28,16,12,24,16,8,28,21,7,23,13,10,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,19,73,40,33,17,8,9,56,32,24,0,0,0,10,5,5,18,6,12,14,11,3,13,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,20-24,557,305,252,205,90,115,352,215,137,9,4,5,72,37,35,78,42,36,61,36,25,87,56,31,33,29,4,0,0,0,0,0,0,12,11,1,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,25-29,581,291,290,265,93,172,316,198,118,6,1,5,76,48,28,70,45,25,60,33,27,63,42,21,20,18,2,0,0,0,0,0,0,21,11,10,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,30-34,559,298,261,260,89,171,299,209,90,7,4,3,71,49,22,67,38,29,33,24,9,80,63,17,21,14,7,0,0,0,0,0,0,20,17,3,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,35-39,535,289,246,306,122,184,229,167,62,4,3,1,69,43,26,53,38,15,37,31,6,45,35,10,8,6,2,0,0,0,0,0,0,13,11,2,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,40-44,346,205,141,203,98,105,143,107,36,10,6,4,56,42,14,27,17,10,25,20,5,18,15,3,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,45-49,310,171,139,171,60,111,139,111,28,8,6,2,45,32,13,52,45,7,16,11,5,13,12,1,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,50-54,223,115,108,148,56,92,75,59,16,4,3,1,23,15,8,18,14,4,12,10,2,12,11,1,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,55-59,173,104,69,96,39,57,77,65,12,5,3,2,30,22,8,21,20,1,10,10,0,9,8,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,60-64,174,85,89,116,38,78,58,47,11,2,2,0,35,27,8,13,10,3,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,65-69,95,47,48,70,28,42,25,19,6,1,1,0,12,10,2,7,4,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,70-74,56,30,26,40,18,22,16,12,4,1,0,1,6,5,1,7,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,75-79,39,23,16,29,15,14,10,8,2,0,0,0,6,4,2,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,80+,37,17,20,29,11,18,8,6,2,0,0,0,4,3,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Rural,Age not stated,15,10,5,10,5,5,5,5,0,2,2,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,All ages,4074,2170,1904,1853,808,1045,2221,1362,859,177,81,96,680,417,263,571,361,210,275,162,113,302,198,104,105,68,37,0,0,0,2,2,0,107,71,36,2,2,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,0-6,580,297,283,580,297,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,7,136,77,59,72,39,33,64,38,26,16,9,7,48,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,8,143,81,62,65,38,27,78,43,35,10,4,6,68,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,9,111,52,59,54,25,29,57,27,30,8,3,5,49,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,10,156,90,66,54,27,27,102,63,39,15,11,4,66,40,26,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,11,93,46,47,31,18,13,62,28,34,4,1,3,39,21,18,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,12,133,59,74,47,18,29,86,41,45,9,3,6,45,19,26,28,15,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,13,91,46,45,28,12,16,63,34,29,4,1,3,22,13,9,30,15,15,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,14,92,40,52,32,14,18,60,26,34,4,1,3,12,7,5,21,11,10,23,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,15,135,77,58,45,23,22,90,54,36,6,3,3,20,14,6,32,18,14,24,13,11,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,16,89,48,41,28,13,15,61,35,26,7,6,1,7,6,1,17,10,7,19,7,12,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,17,82,52,30,19,8,11,63,44,19,3,2,1,7,6,1,18,13,5,11,9,2,24,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,18,134,73,61,36,10,26,98,63,35,8,5,3,12,10,2,23,18,5,20,8,12,26,18,8,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,19,64,38,26,18,11,7,46,27,19,4,2,2,5,3,2,14,9,5,10,6,4,9,6,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,20-24,360,178,182,98,30,68,262,148,114,13,6,7,41,27,14,66,38,28,32,13,19,53,31,22,33,18,15,0,0,0,0,0,0,24,15,9,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,25-29,337,171,166,111,36,75,226,135,91,17,7,10,45,27,18,60,36,24,38,26,12,27,14,13,19,15,4,0,0,0,0,0,0,20,10,10,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,30-34,308,151,157,122,26,96,186,125,61,17,6,11,41,28,13,42,32,10,25,15,10,38,27,11,12,9,3,0,0,0,0,0,0,11,8,3,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,35-39,306,160,146,121,45,76,185,115,70,9,2,7,54,35,19,59,35,24,11,7,4,28,21,7,7,4,3,0,0,0,1,1,0,16,10,6,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,40-44,219,120,99,83,30,53,136,90,46,11,3,8,32,23,9,42,28,14,20,18,2,18,10,8,5,3,2,0,0,0,0,0,0,8,5,3,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,45-49,164,107,57,49,19,30,115,88,27,4,1,3,26,22,4,26,23,3,12,9,3,29,19,10,6,5,1,0,0,0,1,1,0,11,8,3,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,50-54,117,73,44,43,16,27,74,57,17,2,0,2,11,6,5,26,21,5,8,5,3,13,11,2,4,4,0,0,0,0,0,0,0,10,10,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,55-59,81,53,28,38,16,22,43,37,6,3,2,1,13,10,3,11,10,1,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,4,3,1,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,60-64,55,36,19,20,9,11,35,27,8,2,2,0,8,3,5,9,9,0,2,1,1,6,6,0,4,3,1,0,0,0,0,0,0,3,2,1,1,1,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,65-69,33,16,17,21,10,11,12,6,6,0,0,0,5,2,3,2,1,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,70-74,24,14,10,17,8,9,7,6,1,0,0,0,1,1,0,2,1,1,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,75-79,10,4,6,7,3,4,3,1,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,80+,17,9,8,12,6,6,5,3,2,0,0,0,1,1,0,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,17,00,0000,State - MEGHALAYA  17,Urban,Age not stated,4,2,2,2,1,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,All ages,1825949,943674,882275,801950,341955,459995,1023999,601719,422280,18662,11338,7324,361999,205494,156505,266818,155162,111656,182924,104459,78465,130448,80660,49788,36782,25040,11742,54,45,9,918,833,85,25313,18638,6675,81,50,31
C2508SC,18,00,0000,State - ASSAM  18,Total,0-6,292461,149268,143193,292461,149268,143193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,7,49833,25461,24372,19843,9705,10138,29990,15756,14234,307,174,133,29654,15568,14086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,15
C2508SC,18,00,0000,State - ASSAM  18,Total,8,55960,28888,27072,16900,8000,8900,39060,20888,18172,282,170,112,38763,20708,18055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5
C2508SC,18,00,0000,State - ASSAM  18,Total,9,40511,20255,20256,8172,3663,4509,32339,16592,15747,158,78,80,29223,15031,14192,2953,1480,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
C2508SC,18,00,0000,State - ASSAM  18,Total,10,60803,31421,29382,13067,5955,7112,47736,25466,22270,289,159,130,34185,18186,15999,13259,7118,6141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C2508SC,18,00,0000,State - ASSAM  18,Total,11,33308,16861,16447,4783,2007,2776,28525,14854,13671,136,75,61,12435,6447,5988,15954,8332,7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,12,60027,31241,28786,11310,4970,6340,48717,26271,22446,319,190,129,16033,8619,7414,28815,15603,13212,3547,1857,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
C2508SC,18,00,0000,State - ASSAM  18,Total,13,38778,19205,19573,5840,2301,3539,32938,16904,16034,185,94,91,6544,3333,3211,18692,9727,8965,7516,3750,3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Total,14,45954,23293,22661,7617,3140,4477,38337,20153,18184,278,150,128,6837,3559,3278,15524,8367,7157,15696,8075,7621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2508SC,18,00,0000,State - ASSAM  18,Total,15,41985,21901,20084,7782,3463,4319,34203,18438,15765,265,162,103,5932,3281,2651,10345,5771,4574,13367,6979,6388,4294,2245,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,16,42723,22578,20145,7901,3555,4346,34822,19023,15799,319,182,137,5771,3235,2536,9125,5238,3887,12049,6325,5724,7557,4042,3515,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Total,17,26173,14197,11976,4357,1945,2412,21816,12252,9564,218,128,90,3257,1894,1363,5041,2971,2070,6723,3668,3055,6577,3591,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,18,52226,28430,23796,10917,4868,6049,41309,23562,17747,500,273,227,7042,4139,2903,10203,6151,4052,11459,6159,5300,9886,5576,4310,2203,1250,953,1,1,0,15,13,2,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,19,21945,11296,10649,3895,1494,2401,18050,9802,8248,212,111,101,2602,1422,1180,3920,2138,1782,4741,2453,2288,4640,2559,2081,1917,1105,812,2,1,1,15,13,2,0,0,0,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Total,20-24,156922,81493,75429,36367,13300,23067,120555,68193,52362,1861,993,868,19866,11139,8727,26930,15302,11628,28933,15329,13604,26673,15251,11422,11674,7302,4372,5,4,1,173,147,26,4438,2725,1713,2,1,1
C2508SC,18,00,0000,State - ASSAM  18,Total,25-29,154094,75292,78802,47646,15572,32074,106448,59720,46728,2091,1137,954,22004,11372,10632,23848,13057,10791,22990,12392,10598,21238,12255,8983,7751,5163,2588,19,15,4,178,153,25,6326,4175,2151,3,1,2
C2508SC,18,00,0000,State - ASSAM  18,Total,30-34,130406,65417,64989,48889,16653,32236,81517,48764,32753,1973,1112,861,21112,11758,9354,18015,10233,7782,15332,8932,6400,15149,9486,5663,5092,3689,1403,12,10,2,180,168,12,4647,3371,1276,5,5,0
C2508SC,18,00,0000,State - ASSAM  18,Total,35-39,130162,67909,62253,54418,20353,34065,75744,47556,28188,2209,1355,854,24065,14215,9850,17710,10742,6968,13109,8052,5057,11817,7879,3938,3271,2463,808,1,1,0,90,87,3,3467,2758,709,5,4,1
