Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2508SC,18,00,0000,State - ASSAM  18,Total,40-44,92962,51817,41145,40531,16231,24300,52431,35586,16845,1589,1067,522,18183,11550,6633,12466,8311,4155,8683,5911,2772,7359,5351,2008,1799,1402,397,1,1,0,87,82,5,2262,1909,353,2,2,0
C2508SC,18,00,0000,State - ASSAM  18,Total,45-49,78879,43594,35285,34604,12891,21713,44275,30703,13572,1384,973,411,15847,10114,5733,11039,7499,3540,7195,5163,2032,5874,4466,1408,1263,1062,201,3,3,0,58,57,1,1612,1366,246,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,50-54,58431,31888,26543,28341,9946,18395,30090,21942,8148,1055,719,336,11469,7529,3940,7270,5240,2030,4572,3595,977,3684,3024,660,859,763,96,2,2,0,44,41,3,1134,1028,106,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Total,55-59,42350,22408,19942,21719,7267,14452,20631,15141,5490,706,482,224,8461,5626,2835,5154,3737,1417,2877,2334,543,2330,1958,372,442,393,49,3,3,0,36,33,3,622,575,47,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,60-64,42056,20235,21821,25811,8232,17579,16245,12003,4242,749,473,276,7958,5503,2455,3860,2837,1023,1683,1403,280,1376,1225,151,195,176,19,4,3,1,14,14,0,405,369,36,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Total,65-69,28725,14214,14511,17367,5558,11809,11358,8656,2702,520,349,171,5850,4207,1643,2738,2113,625,1058,909,149,885,792,93,121,113,8,1,1,0,13,11,2,172,161,11,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,70-74,23223,12063,11160,15028,5455,9573,8195,6608,1587,420,302,118,4537,3589,948,1923,1543,380,646,569,77,499,454,45,71,63,8,0,0,0,6,6,0,92,82,10,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Total,75-79,10216,5639,4577,6360,2441,3919,3856,3198,658,184,131,53,2032,1670,362,950,804,146,326,271,55,251,224,27,50,42,8,0,0,0,3,3,0,60,53,7,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Total,80+,13232,6521,6711,9173,3293,5880,4059,3228,831,263,184,79,2144,1675,469,947,774,173,339,280,59,260,224,36,42,34,8,0,0,0,4,4,0,59,52,7,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Total,Age not stated,1604,889,715,851,429,422,753,460,293,190,115,75,193,125,68,137,74,63,83,53,30,99,58,41,32,20,12,0,0,0,2,1,1,17,14,3,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,All ages,1553691,802548,751143,712852,304731,408121,840839,497817,343022,16196,10010,6186,315099,180108,134991,220599,129232,91367,148059,85280,62779,99964,63099,36865,25676,18205,7471,30,27,3,430,389,41,14721,11428,3293,65,39,26
C2508SC,18,00,0000,State - ASSAM  18,Rural,0-6,258508,131718,126790,258508,131718,126790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,7,43781,22361,21420,18362,9015,9347,25419,13346,12073,270,156,114,25128,13182,11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,13
C2508SC,18,00,0000,State - ASSAM  18,Rural,8,49266,25394,23872,15666,7443,8223,33600,17951,15649,251,152,99,33335,17789,15546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4
C2508SC,18,00,0000,State - ASSAM  18,Rural,9,35254,17591,17663,7508,3381,4127,27746,14210,13536,128,69,59,25292,12964,12328,2321,1174,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
C2508SC,18,00,0000,State - ASSAM  18,Rural,10,52800,27304,25496,11857,5424,6433,40943,21880,19063,243,139,104,29916,15911,14005,10782,5828,4954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,11,28119,14240,13879,4276,1799,2477,23843,12441,11402,114,66,48,10702,5539,5163,13027,6836,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,12,51955,27068,24887,10227,4531,5696,41728,22537,19191,283,169,114,14227,7630,6597,24379,13240,11139,2837,1497,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C2508SC,18,00,0000,State - ASSAM  18,Rural,13,32687,16232,16455,5211,2058,3153,27476,14174,13302,166,86,80,5678,2871,2807,15707,8225,7482,5924,2992,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Rural,14,39104,19911,19193,6863,2840,4023,32241,17071,15170,241,131,110,6009,3134,2875,13174,7134,6040,12815,6670,6145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,15,35583,18651,16932,6897,3105,3792,28686,15546,13140,223,133,90,5232,2906,2326,8757,4921,3836,11158,5817,5341,3316,1769,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,16,36215,19260,16955,7094,3215,3879,29121,16045,13076,283,163,120,5091,2869,2222,7721,4449,3272,10087,5352,4735,5938,3211,2727,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,17,21462,11686,9776,3833,1734,2099,17629,9952,7677,192,114,78,2841,1656,1185,4168,2462,1706,5465,2991,2474,4963,2729,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,18,44041,24065,19976,9660,4360,5300,34381,19705,14676,445,239,206,6189,3644,2545,8669,5240,3429,9593,5154,4439,7952,4528,3424,1522,891,631,0,0,0,11,9,2,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,19,17812,9144,8668,3362,1299,2063,14450,7845,6605,179,94,85,2270,1231,1039,3223,1726,1497,3875,2016,1859,3636,2018,1618,1256,751,505,1,1,0,9,8,1,0,0,0,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Rural,20-24,129636,67432,62204,32099,11788,20311,97537,55644,41893,1622,877,745,17396,9780,7616,22528,12882,9646,23825,12676,11149,20993,12181,8812,8385,5402,2983,0,0,0,81,67,14,2706,1778,928,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,25-29,128115,62527,65588,42280,13863,28417,85835,48664,37171,1784,975,809,19269,10003,9266,19736,10867,8869,18775,10221,8554,16538,9765,6773,5642,3909,1733,13,10,3,85,73,12,3992,2841,1151,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Rural,30-34,108715,54313,54402,43536,14837,28699,65179,39476,25703,1680,942,738,18571,10395,8176,14693,8434,6259,12200,7214,4986,11546,7442,4104,3609,2779,830,6,6,0,82,82,0,2787,2177,610,5,5,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,35-39,108622,56800,51822,48026,18058,29968,60596,38742,21854,1929,1205,724,20915,12549,8366,14286,8809,5477,10275,6456,3819,8846,6151,2695,2289,1831,458,1,1,0,39,37,2,2011,1699,312,5,4,1
C2508SC,18,00,0000,State - ASSAM  18,Rural,40-44,77588,43167,34421,35846,14400,21446,41742,28767,12975,1373,938,435,15811,10164,5647,10059,6794,3265,6738,4685,2053,5364,4094,1270,1114,948,166,0,0,0,43,39,4,1239,1104,135,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,45-49,65964,36240,29724,30621,11397,19224,35343,24843,10500,1217,872,345,13913,9021,4892,8854,6098,2756,5536,4041,1495,4227,3377,850,780,698,82,2,2,0,20,20,0,794,714,80,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,50-54,49208,26611,22597,25193,8882,16311,24015,17729,6286,914,642,272,10009,6687,3322,5847,4284,1563,3524,2847,677,2624,2241,383,536,500,36,1,1,0,20,18,2,540,509,31,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,55-59,35956,18850,17106,19339,6480,12859,16617,12370,4247,616,431,185,7419,5055,2364,4112,3039,1073,2228,1865,363,1667,1456,211,266,242,24,2,2,0,18,15,3,289,265,24,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,60-64,36391,17546,18845,22998,7449,15549,13393,10097,3296,664,431,233,6987,4987,2000,3148,2363,785,1306,1119,187,983,908,75,110,104,6,3,3,0,9,9,0,182,173,9,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Rural,65-69,24844,12385,12459,15472,5038,10434,9372,7347,2025,465,323,142,5124,3807,1317,2212,1779,433,822,740,82,601,556,45,62,59,3,1,1,0,6,5,1,79,77,2,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,70-74,20235,10583,9652,13414,4960,8454,6821,5623,1198,377,277,100,3952,3209,743,1560,1285,275,496,449,47,348,324,24,39,33,6,0,0,0,4,4,0,44,42,2,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Rural,75-79,8859,4926,3933,5674,2214,3460,3185,2712,473,161,123,38,1799,1520,279,758,659,99,240,203,37,169,155,14,29,27,2,0,0,0,2,2,0,27,23,4,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,80+,11692,5817,5875,8319,3078,5241,3373,2739,634,234,172,62,1863,1500,363,780,649,131,274,232,42,180,149,31,19,17,2,0,0,0,1,1,0,21,18,3,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Rural,Age not stated,1279,726,553,711,365,346,568,361,207,142,91,51,161,105,56,98,55,43,66,43,23,73,45,28,18,14,4,0,0,0,0,0,0,10,8,2,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,All ages,272258,141126,131132,89098,37224,51874,183160,103902,79258,2466,1328,1138,46900,25386,21514,46219,25930,20289,34865,19179,15686,30484,17561,12923,11106,6835,4271,24,18,6,488,444,44,10592,7210,3382,16,11,5
C2508SC,18,00,0000,State - ASSAM  18,Urban,0-6,33953,17550,16403,33953,17550,16403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,7,6052,3100,2952,1481,690,791,4571,2410,2161,37,18,19,4526,2386,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
C2508SC,18,00,0000,State - ASSAM  18,Urban,8,6694,3494,3200,1234,557,677,5460,2937,2523,31,18,13,5428,2919,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Urban,9,5257,2664,2593,664,282,382,4593,2382,2211,30,9,21,3931,2067,1864,632,306,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,10,8003,4117,3886,1210,531,679,6793,3586,3207,46,20,26,4269,2275,1994,2477,1290,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,11,5189,2621,2568,507,208,299,4682,2413,2269,22,9,13,1733,908,825,2927,1496,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,12,8072,4173,3899,1083,439,644,6989,3734,3255,36,21,15,1806,989,817,4436,2363,2073,710,360,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,13,6091,2973,3118,629,243,386,5462,2730,2732,19,8,11,866,462,404,2985,1502,1483,1592,758,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,14,6850,3382,3468,754,300,454,6096,3082,3014,37,19,18,828,425,403,2350,1233,1117,2881,1405,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,15,6402,3250,3152,885,358,527,5517,2892,2625,42,29,13,700,375,325,1588,850,738,2209,1162,1047,978,476,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,16,6508,3318,3190,807,340,467,5701,2978,2723,36,19,17,680,366,314,1404,789,615,1962,973,989,1619,831,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,17,4711,2511,2200,524,211,313,4187,2300,1887,26,14,12,416,238,178,873,509,364,1258,677,581,1614,862,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,18,8185,4365,3820,1257,508,749,6928,3857,3071,55,34,21,853,495,358,1534,911,623,1866,1005,861,1934,1048,886,681,359,322,1,1,0,4,4,0,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,19,4133,2152,1981,533,195,338,3600,1957,1643,33,17,16,332,191,141,697,412,285,866,437,429,1004,541,463,661,354,307,1,0,1,6,5,1,0,0,0,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,20-24,27286,14061,13225,4268,1512,2756,23018,12549,10469,239,116,123,2470,1359,1111,4402,2420,1982,5108,2653,2455,5680,3070,2610,3289,1900,1389,5,4,1,92,80,12,1732,947,785,1,0,1
C2508SC,18,00,0000,State - ASSAM  18,Urban,25-29,25979,12765,13214,5366,1709,3657,20613,11056,9557,307,162,145,2735,1369,1366,4112,2190,1922,4215,2171,2044,4700,2490,2210,2109,1254,855,6,5,1,93,80,13,2334,1334,1000,2,1,1
C2508SC,18,00,0000,State - ASSAM  18,Urban,30-34,21691,11104,10587,5353,1816,3537,16338,9288,7050,293,170,123,2541,1363,1178,3322,1799,1523,3132,1718,1414,3603,2044,1559,1483,910,573,6,4,2,98,86,12,1860,1194,666,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,35-39,21540,11109,10431,6392,2295,4097,15148,8814,6334,280,150,130,3150,1666,1484,3424,1933,1491,2834,1596,1238,2971,1728,1243,982,632,350,0,0,0,51,50,1,1456,1059,397,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,40-44,15374,8650,6724,4685,1831,2854,10689,6819,3870,216,129,87,2372,1386,986,2407,1517,890,1945,1226,719,1995,1257,738,685,454,231,1,1,0,44,43,1,1023,805,218,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,45-49,12915,7354,5561,3983,1494,2489,8932,5860,3072,167,101,66,1934,1093,841,2185,1401,784,1659,1122,537,1647,1089,558,483,364,119,1,1,0,38,37,1,818,652,166,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,50-54,9223,5277,3946,3148,1064,2084,6075,4213,1862,141,77,64,1460,842,618,1423,956,467,1048,748,300,1060,783,277,323,263,60,1,1,0,24,23,1,594,519,75,1,1,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,55-59,6394,3558,2836,2380,787,1593,4014,2771,1243,90,51,39,1042,571,471,1042,698,344,649,469,180,663,502,161,176,151,25,1,1,0,18,18,0,333,310,23,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,60-64,5665,2689,2976,2813,783,2030,2852,1906,946,85,42,43,971,516,455,712,474,238,377,284,93,393,317,76,85,72,13,1,0,1,5,5,0,223,196,27,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,65-69,3881,1829,2052,1895,520,1375,1986,1309,677,55,26,29,726,400,326,526,334,192,236,169,67,284,236,48,59,54,5,0,0,0,7,6,1,93,84,9,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,70-74,2988,1480,1508,1614,495,1119,1374,985,389,43,25,18,585,380,205,363,258,105,150,120,30,151,130,21,32,30,2,0,0,0,2,2,0,48,40,8,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,75-79,1357,713,644,686,227,459,671,486,185,23,8,15,233,150,83,192,145,47,86,68,18,82,69,13,21,15,6,0,0,0,1,1,0,33,30,3,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,80+,1540,704,836,854,215,639,686,489,197,29,12,17,281,175,106,167,125,42,65,48,17,80,75,5,23,17,6,0,0,0,3,3,0,38,34,4,0,0,0
C2508SC,18,00,0000,State - ASSAM  18,Urban,Age not stated,325,163,162,140,64,76,185,99,86,48,24,24,32,20,12,39,19,20,17,10,7,26,13,13,14,6,8,0,0,0,2,1,1,7,6,1,0,0,0
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,All ages,18452555,9469659,8982896,9201365,3792627,5408738,9251190,5677032,3574158,218841,129517,89324,4132870,2399786,1733084,2436986,1464829,972157,1388948,902134,486814,596246,417869,178377,231901,171061,60840,258,212,46,7164,6612,552,236667,184002,52665,1309,1010,299
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,0-6,2783690,1421538,1362152,2783690,1421538,1362152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,7,468658,236654,232004,180720,85373,95347,287938,151281,136657,3590,2059,1531,284298,149195,135103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,27,23
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,8,536617,275041,261576,152736,69834,82902,383881,205207,178674,3101,1724,1377,380742,203467,177275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,22
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,9,397455,199949,197506,79712,33830,45882,317743,166119,151624,1658,855,803,305219,159254,145965,10850,6003,4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,9
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,10,607324,316786,290538,124897,53053,71844,482427,263733,218694,3183,1727,1456,410382,221987,188395,68851,40015,28836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,11,323773,167148,156625,48956,19032,29924,274817,148116,126701,1460,763,697,174110,91283,82827,99239,56068,43171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,12,581027,307211,273816,118134,48229,69905,462893,258982,203911,3478,1800,1678,231191,124205,106986,218867,127302,91565,9345,5668,3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,13,366986,183008,183978,67677,24119,43558,299309,158889,140420,2217,1101,1116,98224,48240,49984,174602,95808,78794,24258,13737,10521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,14,440961,227091,213870,92371,34820,57551,348590,192271,156319,3318,1668,1650,95499,49019,46480,179290,100201,79089,70471,41375,29096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,15,396966,213673,183293,96090,39547,56543,300876,174126,126750,3574,1926,1648,76112,42004,34108,124957,72610,52347,84269,50386,33883,11958,7196,4762,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,16,397331,219590,177741,99063,42114,56949,298268,177476,120792,3986,2260,1726,72610,41628,30982,104646,62347,42299,85275,51641,33634,31746,19598,12148,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,17,263524,150749,112775,59999,25248,34751,203525,125501,78024,2503,1438,1065,45111,26527,18584,63027,38740,24287,52869,32956,19913,40004,25833,14171,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,18,497532,272417,225115,143851,57584,86267,353681,214833,138848,6032,3407,2625,91879,53084,38795,108862,64923,43939,79283,48706,30577,50205,33109,17096,17310,11516,5794,3,2,1,86,73,13,0,0,0,21,13,8
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,19,240297,117943,122354,66907,21069,45838,173390,96874,76516,2826,1431,1395,43381,22071,21310,49862,26515,23347,36119,20334,15785,24050,15202,8848,17008,11191,5817,2,2,0,132,120,12,0,0,0,10,8,2
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,20-24,1629455,808042,821413,563377,185676,377701,1066078,622366,443712,23483,12469,11014,296949,159517,137432,300321,167598,132723,212602,125451,87151,112465,73325,39140,75523,52996,22527,34,23,11,1457,1303,154,43131,29609,13522,113,75,38
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,25-29,1636237,799559,836678,684432,229339,455093,951805,570220,381585,27630,15165,12465,296950,164755,132195,251175,142717,108458,193090,119306,73784,90275,60785,29490,34014,24549,9465,48,35,13,1326,1211,115,57191,41623,15568,106,74,32
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,30-34,1405893,717656,688237,677899,250456,427443,727994,467200,260794,25890,15316,10574,253022,154882,98140,171254,102678,68576,144051,95115,48936,66297,47172,19125,23951,17970,5981,29,27,2,1022,967,55,42376,32995,9381,102,78,24
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,35-39,1356287,709344,646943,710370,281274,429096,645917,428070,217847,26136,16297,9839,255840,166743,89097,144449,90255,54194,122219,81732,40487,49924,35820,14104,17657,13465,4192,25,19,6,814,754,60,28761,22928,5833,92,57,35
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,40-44,989065,544019,445046,527115,215622,311493,461950,328397,133553,18800,12242,6558,184029,128261,55768,100912,69317,31595,87029,62875,24154,35752,27232,8520,15040,11812,3228,26,25,1,699,646,53,19527,15877,3650,136,110,26
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,45-49,854420,460665,393755,464217,175803,288414,390203,284862,105341,15196,9920,5276,156981,108757,48224,86186,61049,25137,69561,52967,16594,29317,23857,5460,15030,12816,2214,26,23,3,506,450,56,17242,14881,2361,158,142,16
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,50-54,597457,313382,284075,349304,123802,225502,248153,189580,58573,10052,6500,3552,103944,74229,29715,54073,40633,13440,40764,33247,7517,18163,15865,2298,7725,6926,799,20,17,3,410,396,14,12882,11656,1226,120,111,9
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,55-59,476942,242393,234549,287575,94545,193030,189367,147848,41519,7741,4986,2755,86503,63306,23197,41860,32527,9333,28574,24361,4213,12866,11651,1215,3821,3514,307,23,18,5,311,305,6,7562,7083,479,106,97,9
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,60-64,416377,194052,222325,285763,89804,195959,130614,104248,26366,6730,4209,2521,64476,49264,15212,29022,23473,5549,17416,15192,2224,7817,7269,548,1658,1529,129,12,11,1,160,157,3,3263,3089,174,60,55,5
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,65-69,303352,138919,164433,208430,62367,146063,94922,76552,18370,4962,3165,1797,48744,37800,10944,20794,17116,3678,11983,10551,1432,5540,5168,372,976,915,61,4,4,0,98,95,3,1780,1700,80,41,38,3
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,70-74,219277,104553,114724,153942,50599,103343,65335,53954,11381,3696,2354,1342,33751,27383,6368,14140,11751,2389,7865,6980,885,4036,3788,248,731,663,68,5,5,0,63,59,4,1019,942,77,29,29,0
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,75-79,104741,51226,53515,70122,22960,47162,34619,28266,6353,1701,1089,612,17370,14093,3277,7718,6272,1446,4402,3756,646,2334,2109,225,488,411,77,0,0,0,29,29,0,563,494,69,14,13,1
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,80+,137980,64359,73621,92152,29440,62712,45828,34919,10909,2529,1529,1000,22144,16727,5417,10040,7632,2408,6252,4947,1305,2938,2489,449,728,594,134,1,1,0,45,41,4,1129,938,191,22,21,1
C2508SC,19,00,0000,State - WEST BENGAL  19,Total,Age not stated,22931,12692,10239,11864,5550,6314,11067,7142,3925,3369,2117,1252,3409,2105,1304,1989,1279,710,1251,851,400,559,401,158,241,194,47,0,0,0,6,6,0,241,187,54,2,2,0
C2508SC,19,00,0000,State - WEST BENGAL  19,Rural,All ages,15524925,7950837,7574088,8049635,3313868,4735767,7475290,4636969,2838321,180854,108552,72302,3546913,2076785,1470128,1972260,1203731,768529,1060278,702929,357349,422720,309218,113502,148742,115846,32896,127,105,22,3725,3451,274,138837,115675,23162,834,677,157
C2508SC,19,00,0000,State - WEST BENGAL  19,Rural,0-6,2430117,1240262,1189855,2430117,1240262,1189855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,19,00,0000,State - WEST BENGAL  19,Rural,7,407332,205443,201889,162117,76512,85605,245215,128931,116284,2925,1685,1240,242258,127229,115029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,15
C2508SC,19,00,0000,State - WEST BENGAL  19,Rural,8,465785,238201,227584,136080,61945,74135,329705,176256,153449,2573,1438,1135,327098,174805,152293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,21
C2508SC,19,00,0000,State - WEST BENGAL  19,Rural,9,344344,173233,171111,70589,29707,40882,273755,143526,130229,1356,691,665,263636,137912,125724,8752,4919,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7
C2508SC,19,00,0000,State - WEST BENGAL  19,Rural,10,520262,271222,249040,109089,45985,63104,411173,225237,185936,2628,1429,1199,353518,191413,162105,55021,32391,22630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2
C2508SC,19,00,0000,State - WEST BENGAL  19,Rural,11,272836,140876,131960,42285,16238,26047,230551,124638,105913,1163,614,549,149006,77993,71013,80376,46030,34346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
